noun	verb
factor	factor in
factor	factorise
factor	factorize
factor	factor out
factor analysis	factor analyse
factor analysis	factor analyze
factoring	factor
factoring	factor in
factoring	factorise
factoring	factorize
factoring	factor out
factorisation	factor
factorisation	factor in
factorisation	factorise
factorisation	factorize
factorisation	factor out
factorization	factor
factorization	factor in
factorization	factorise
factorization	factorize
factorization	factor out
fadeout	fade away
fadeout	fade out
failing	fail
failure	fail
faker	fake
fakery	fake
falconer	falcon
falconry	falcon
fall	fall down
fallback	fall back
faller	fall
falling off	fall away
falling off	fall off
falloff	fall away
falloff	fall off
falsehood	falsify
falseness	falsify
falsification	falsify
falsifier	falsify
falsifying	falsify
falsity	falsify
faltering	falter
familiarisation	familiarise
familiarisation	familiarize
familiarization	familiarise
familiarization	familiarize
famishment	famish
fancier	fancy
fantasy	fantasise
fantasy	fantasize
farmer	farm
farming	farm
farrowing	farrow
farting	fart
fascination	fascinate
fashioning	fashion
fastener	fasten
fastening	fasten
fasting	fast
fastness	fasten
fatty tissue	fatten
fatty tissue	fatten out
fatty tissue	fatten up
favor	favour
favour	favor
fawner	fawn
fearfulness	fear
feasting	feast
feathering	feather
feature article	feature
fecundation	fecundate
federalisation	federalise
federalisation	federalize
federalization	federalise
federalization	federalize
federation	federalise
federation	federalize
federation	federate
feedback	feed back
feeder	feed
feeder	feed in
feeding	feed
feeler	feel
feeling	feel
feelings	feel
feigning	feign
felicitation	felicitate
felicitousness	felicitate
felicity	felicitate
fellatio	fellate
fellation	fellate
felled seam	fell
feller	fell
felt	felt up
feminisation	feminise
feminisation	feminize
feminization	feminise
feminization	feminize
fence	fence in
fencer	fence
fencing	fence
fencing	fence in
fender	fend
fermentation	ferment
fermenting	ferment
ferryboat	ferry
ferrying	ferry
fertilisation	fertilise
fertilisation	fertilize
fertiliser	fertilise
fertiliser	fertilize
fertilization	fertilise
fertilization	fertilize
fertilizer	fertilise
fertilizer	fertilize
festering	fester
festination	festinate
festoonery	festoon
fetich	fetishize
fetish	fetishize
feudalism	feudalize
feudal system	feudalize
fibrillation	fibrillate
fiction	fictionalise
fiction	fictionalize
fictionalisation	fictionalise
fictionalisation	fictionalize
fictionalization	fictionalise
fictionalization	fictionalize
fiddler	fiddle
fiddler	fiddle with
fidgetiness	fidget
fielder	field
fielding	field
fieldsman	field
field test	field-test
field trial	field-test
fight	fight back
fight	fight down
fighter	fight
fighter	fight back
fighter	fight down
fighter aircraft	fight
fighter aircraft	fight back
fighter aircraft	fight down
fighting	fight
figuration	figure
figurer	figure
figuring	figure
file	file away
file cabinet	file
file cabinet	file away
file clerk	file
file clerk	file away
filer	file
filer	file away
filiation	filiate
filibusterer	filibuster
fill	fill up
filler	fill
filler	fill up
fill-in	fill in
filling	fill
filling	fill up
filming	film
filter	filter out
filter	filtrate
filtrate	filter
filtrate	filter out
filtration	filter
filtration	filter out
filtration	filtrate
finagler	finagle
finalisation	finalise
finalisation	finalize
finalization	finalise
finalization	finalize
financing	finance
find	find out
finder	find
finding	find
finding	find out
fingering	finger
fingermark	fingerprint
finger-painting	finger-paint
fingerprinting	fingerprint
fingerspelling	fingerspell
fingerspelling	finger-spell
finger spelling	fingerspell
finger spelling	finger-spell
finis	finish
finisher	finish
finishing	finish
fisher	fish
fisherman	fish
fishery	fish
fishing	fish
fisticuffs	fistfight
fixation	fixate
flagellant	flagellate
flagellation	flagellate
flagellum	flagellate
flake	flake off
flaming	flame
flanker	flank
flanker back	flank
flapping	flap
flare	flare out
flare-up	flare
flare-up	flare up
flashback	flash back
flasher	flash
flashing	flash
flatterer	flatter
flattery	flatter
flavor	flavour
flavorer	flavor
flavorer	flavour
flavoring	flavor
flavoring	flavour
flavour	flavor
flavourer	flavor
flavourer	flavour
flavouring	flavor
flavouring	flavour
fleer	flee
flexion	flex
flexure	flex
flicker	flick
flimflam	flim-flam
flip-flop	flip
flipper	flip
flirtation	flirt
flirting	flirt
floatation	float
floater	float
floating	float
flocculation	flocculate
flogging	flog
flood	floodlight
flood	flood out
flooding	flood
flood lamp	floodlight
flooring	floor
flouter	flout
flowage	flow
flowering	flower
flowing	flow
flow rate	flow
fluctuation	fluctuate
fluorescence	fluoresce
fluoridation	fluoridate
fluoridation	fluoridise
fluoridation	fluoridize
fluoride	fluoridate
fluoride	fluoridise
fluoride	fluoridize
fluoridisation	fluoridate
fluoridisation	fluoridise
fluoridisation	fluoridize
fluoridization	fluoridate
fluoridization	fluoridise
fluoridization	fluoridize
fluting	flute
fluttering	flutter
fluxion	flux
focalisation	focalise
focalisation	focalize
focalization	focalise
focalization	focalize
focal point	focalise
focal point	focalize
focus	focus on
focusing	focus
focusing	focus on
focussing	focus
focussing	focus on
foiling	foil
fold	fold up
folder	fold
folder	fold up
folding	fold
folding	fold up
foliage	foliate
foliation	foliate
folio	foliate
folk dance	folk dance
folk dancing	folk dance
follower	follow
followers	follow
following	follow
follow-through	follow out
follow-through	follow through
follow-through	follow up
followup	follow out
followup	follow through
followup	follow up
follow-up	follow out
follow-up	follow through
follow-up	follow up
fomentation	foment
fomenter	foment
fondling	fondle
fool	fool around
foolery	fool
foolery	fool around
footer	foot
footer	footnote
footslogger	footslog
foot soldier	footslog
foraging	forage
forbearance	forbear
forbiddance	forbid
forbidding	forbid
forced feeding	force-feed
forcing out	force out
fording	ford
foreboding	forebode
foreboding	foretell
forecast	forebode
forecast	foreshadow
forecast	foretell
forecaster	forebode
forecaster	forecast
forecaster	foretell
forecasting	forebode
forecasting	forecast
forecasting	foretell
foreclosure	foreclose
foreordination	foreordain
forerunner	foretell
foreshadowing	forecast
foreshadowing	foreshadow
foreshadowing	foretell
foresight	foreknow
foresight	foresee
forestalling	foreclose
forestalling	forefend
forestalling	foresee
forestalling	forestall
forestry	forest
foretelling	forebode
foretelling	forecast
foretelling	foretell
forewarning	forewarn
forfeiture	forfeit
forger	forge
forgery	forge
forging	forge
forgiver	forgive
forking	fork
formalisation	formalise
formalisation	formalize
formalization	formalise
formalization	formalize
formation	form
formatting	format
formication	formicate
formula	formularise
formula	formularize
formula	formulate
formulation	formulate
fornication	fornicate
fornicator	fornicate
forsaking	forsake
forswearing	forswear
fort	fortify
fort	fort up
fortification	fort
fortification	fortify
fortress	fort
fortress	fortify
fortress	fort up
forwarding	forward
fossil	fossilise
fossil	fossilize
fossilisation	fossilise
fossilisation	fossilize
fossilization	fossilise
fossilization	fossilize
fosterage	foster
fostering	foster
foul-up	foul up
foundation	found
founder	found
foundering	founder
founding	found
founding father	found
fowler	fowl
fraction	fractionate
fractional process	fractionate
fractionation	fractionate
fragment	fragmentise
fragment	fragmentize
fragmentation	fragment
fragmentation	fragmentise
fragmentation	fragmentize
frame	frame in
framer	frame
frame-up	frame
framing	frame
framing	frame in
fraternisation	fraternise
fraternisation	fraternize
fraternity	fraternise
fraternity	fraternize
fraternization	fraternise
fraternization	fraternize
free agent	freewheel
freedom	free
freeing	free
free lance	freelance
free-lance	freelance
freelancer	freelance
freeloader	freeload
free people	free
free spirit	freewheel
freewheeler	freewheel
freeze	freeze down
freeze	freeze out
freezer	freeze
freezing	freeze
freezing	freeze down
freezing	freeze out
freightage	freight
freighter	freight
freight rate	freight
french	frenchify
french people	frenchify
frequenter	frequent
freshener	freshen
fright	frighten
frightening	fright
frightening	frighten
frisking	frisk
frontage	front
front end	front
frosting	frost
frothiness	froth
fructification	fructify
fruitage	fruit
fruition	fruit
frustration	frustrate
fucker	fuck
fucking	fuck
fuckup	fuck up
fueling	fuel
fulfillment	fulfil
fulfillment	fulfill
fulfilment	fulfil
fulfilment	fulfill
fuller	full
fulmination	fulminate
fumbler	fumble
fumigant	fumigate
fumigation	fumigate
fumigator	fumigate
functionary	function
functioning	function
funding	fund
funnel shape	funnel
furcation	furcate
furnishing	furnish
furniture	furnish
furtherance	further
fusee	fuse
gainer	gain
gainer	gain ground
galvanisation	galvanise
galvanisation	galvanize
galvaniser	galvanise
galvaniser	galvanize
galvanism	galvanise
galvanism	galvanize
galvanization	galvanise
galvanization	galvanize
galvanizer	galvanise
galvanizer	galvanize
gambler	gamble
gambling	gamble
gang	gang up
gaoler	gaol
gardener	garden
gardening	garden
garnishment	garnish
garnishment	garnishee
garrote	garrotte
garroter	garrote
garroter	garrotte
garrotte	garrote
garrotter	garrote
garrotter	garrotte
gasification	gasify
gatecrasher	gate-crash
gatherer	gather
gathering	gather
gelatin	gelatinise
gelatin	gelatinize
gelatine	gelatinise
gelatine	gelatinize
gelding	geld
gemination	geminate
generalisation	generalise
generalisation	generalize
generality	generalise
generality	generalize
generalization	generalise
generalization	generalize
generation	generate
generator	generate
genesis	generate
gentrification	gentrify
genuflection	genuflect
genuflexion	genuflect
germ	germinate
germination	germinate
gestation	gestate
gestation period	gestate
gesticulation	gesticulate
gesticulation	gesture
gesture	gesticulate
ghetto	ghettoise
ghetto	ghettoize
ghost	ghostwrite
ghostwriter	ghost
ghostwriter	ghostwrite
gibberish	gibber
gift wrapping	gift-wrap
giggler	giggle
gilder	gild
gilding	gild
gimpiness	gimp
gingerroot	ginger
girdle	gird
giveaway	give away
giver	give
glaciation	glaciate
glacier	glaciate
glamor	glamorise
glamor	glamorize
glamor	glamour
glamor	glamourise
glamor	glamourize
glamorisation	glamorise
glamorisation	glamorize
glamorisation	glamourise
glamorisation	glamourize
glamorization	glamorise
glamorization	glamorize
glamorization	glamourise
glamorization	glamourize
glamour	glamorise
glamour	glamorize
glamour	glamourise
glamour	glamourize
glamourisation	glamorise
glamourisation	glamorize
glamourisation	glamourise
glamourisation	glamourize
glamourization	glamorise
glamourization	glamorize
glamourization	glamourise
glamourization	glamourize
glass	glass in
glass cutter	glass
glass-cutter	glass
glassful	glass
glassworker	glass
glazer	glaze
glazier	glaze
gleaming	gleam
gleaner	glean
glider	glide
gliding	glide
glister	glisten
gloating	gloat
globalisation	globalise
globalisation	globalize
globalization	globalise
globalization	globalize
glorification	glorify
glorification	glory
glory	glorify
glossary	gloss
glossiness	gloss
glutton	glut
glutton	gluttonise
glutton	gluttonize
gluttony	glut
glycerin	glycerolise
glycerin	glycerolize
glycerine	glycerolise
glycerine	glycerolize
glycerol	glycerolise
glycerol	glycerolize
gnawer	gnaw
goading	goad
gobbler	gobble
goldbricking	goldbrick
gold plate	goldplate
gold plate	gold plate
gold plate	gold-plate
golfer	golf
golf game	golf
golfing	golf
golf player	golf
goofball	goof
goose step	goose step
gorger	gorge
gossiper	gossip
gossiping	gossip
gossipmonger	gossip
gossipmongering	gossip
gouger	gouge
gourmand	gourmandize
gourmandizer	gourmandize
governance	govern
governing	govern
government	govern
government activity	govern
governor	govern
gracility	grace
grad	graduate
gradation	gradate
gradation	grade
grader	grade
grading	grade
graduation	gradate
graduation	grade
graduation	graduate
graduation exercise	graduate
grafting	graft
graining	grain
grandstander	grandstand
grantee	grant
granter	grant
grantor	grant
granulation	granulate
granulation tissue	granulate
graphical record	graph
grappler	grapple
grappling	grapple
grasping	grasp
grass	grass over
grater	grate
gratification	gratify
grating	grate
gravitation	gravitate
gravitational attraction	gravitate
gravitational force	gravitate
gravity	gravitate
grayness	gray
grazier	graze
grazing	graze
grazing land	graze
greenery	green
greening	green
greenness	green
greeter	greet
greeting	greet
greyness	grey
grief	grieve
griever	grieve
grille	grill
grilling	grill
grillroom	grill
grillwork	grill
grind	grind away
grinder	grind
grinding	grind
grinner	grin
grinning	grin
gritrock	grit
gritstone	grit
groaner	groan
grooming	groom
groover	groove
